label_avg_price_per_room,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,market_segment_type,no_of_special_requests
2,2,0,1,1,"Not Selected",0,"Room_Type 1",104,2018,5,Online,1
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 4",80,2018,12,Online,0
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",29,2018,12,Corporate,0
1,1,0,0,1,"Not Selected",0,"Room_Type 1",0,2018,7,Online,0
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 4",11,2018,11,Online,1
0,1,0,1,1,"Meal Plan 1",0,"Room_Type 1",45,2018,1,Online,0
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,1,Online,0
2,1,0,0,4,"Meal Plan 1",1,"Room_Type 1",213,2018,9,Online,0
2,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",8,2017,9,Online,1
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",50,2018,2,Online,0
0,2,0,2,5,"Not Selected",0,"Room_Type 1",34,2018,12,Online,1
0,2,0,2,1,"Meal Plan 1",0,"Room_Type 4",152,2018,2,Offline,1
1,1,0,0,2,"Meal Plan 2",0,"Room_Type 1",256,2018,6,Offline,0
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",13,2017,8,Online,2
1,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",16,2018,1,Online,0
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",188,2018,8,Online,1
2,1,0,1,2,"Meal Plan 1",0,"Room_Type 1",0,2018,10,Corporate,0
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",304,2018,11,Offline,0
2,2,1,2,3,"Meal Plan 2",0,"Room_Type 1",39,2018,8,Online,2
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 4",2,2018,11,Corporate,0
1,2,1,2,5,"Meal Plan 1",0,"Room_Type 4",22,2017,9,Online,2
1,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",47,2018,6,Online,1
1,1,0,2,6,"Meal Plan 1",0,"Room_Type 1",1,2018,4,Aviation,0
1,3,0,2,2,"Meal Plan 1",0,"Room_Type 1",141,2018,8,Offline,0
1,2,0,2,5,"Meal Plan 1",0,"Room_Type 1",195,2018,7,Online,1
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",42,2017,11,Offline,2
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",83,2018,4,Online,1
1,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",60,2018,6,Online,1
0,2,0,1,3,"Not Selected",0,"Room_Type 1",180,2018,7,Online,1
1,2,0,2,2,"Meal Plan 1",0,"Room_Type 4",175,2018,10,Online,0
0,2,0,1,0,"Meal Plan 1",0,"Room_Type 1",12,2017,10,Offline,0
2,2,1,0,1,"Meal Plan 1",0,"Room_Type 1",26,2018,9,Online,2
2,2,0,2,2,"Meal Plan 1",1,"Room_Type 1",35,2018,8,Online,2
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 4",2,2018,4,Corporate,0
2,2,0,1,0,"Meal Plan 1",0,"Room_Type 1",26,2018,9,Online,2
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",112,2018,6,Offline,0
2,3,0,4,5,"Meal Plan 1",0,"Room_Type 4",95,2018,7,Online,2
1,2,0,0,3,"Not Selected",0,"Room_Type 1",25,2018,11,Online,2
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",15,2017,12,Online,0
2,2,0,2,1,"Not Selected",0,"Room_Type 1",12,2018,7,Online,1
0,2,0,1,1,"Meal Plan 1",0,"Room_Type 2",1,2018,1,Online,1
1,2,0,2,2,"Not Selected",0,"Room_Type 1",23,2018,10,Online,1
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",5,2018,7,Online,1
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",48,2017,10,Online,2
0,2,0,1,0,"Meal Plan 1",0,"Room_Type 1",58,2018,6,Online,1
2,2,0,0,1,"Meal Plan 1",1,"Room_Type 4",1,2018,7,Online,1
1,2,0,2,0,"Meal Plan 1",0,"Room_Type 1",146,2018,4,Offline,0
0,2,0,2,2,"Not Selected",0,"Room_Type 1",46,2018,3,Online,0
1,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",180,2018,10,Online,0
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",49,2018,12,Online,1
0,1,1,2,3,"Meal Plan 1",0,"Room_Type 1",176,2018,8,Online,1
0,1,0,0,0,"Meal Plan 1",0,"Room_Type 1",4,2018,4,Online,0
0,2,0,1,1,"Meal Plan 1",0,"Room_Type 1",174,2017,10,Offline,0
2,2,1,2,6,"Meal Plan 1",0,"Room_Type 1",71,2018,9,Online,3
1,2,0,1,2,"Not Selected",0,"Room_Type 1",36,2018,12,Online,1
2,1,0,1,0,"Not Selected",0,"Room_Type 1",0,2018,6,Online,2
1,2,0,1,4,"Meal Plan 1",0,"Room_Type 4",235,2018,10,Online,2
2,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",133,2018,6,Online,1
2,3,0,2,1,"Meal Plan 1",0,"Room_Type 4",182,2018,8,Online,0
2,3,0,1,5,"Meal Plan 1",0,"Room_Type 4",123,2018,9,Online,0
0,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",42,2017,9,Offline,0
1,2,0,3,8,"Meal Plan 1",0,"Room_Type 1",204,2018,7,Online,1
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,2018,10,Offline,0
2,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",13,2018,10,Online,1
1,2,0,1,4,"Meal Plan 1",0,"Room_Type 4",91,2018,10,Online,0
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",101,2018,7,Offline,0
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",4,2018,3,Online,2
1,2,0,2,5,"Meal Plan 1",0,"Room_Type 1",120,2018,9,Online,1
2,3,0,2,5,"Meal Plan 1",0,"Room_Type 4",176,2018,8,Online,0
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",250,2018,9,Offline,0
1,2,0,1,3,"Meal Plan 1",1,"Room_Type 1",64,2018,9,Online,2
0,1,0,0,1,"Not Selected",0,"Room_Type 1",71,2017,7,Online,0
1,1,0,2,2,"Meal Plan 1",0,"Room_Type 1",163,2018,6,Offline,0
2,2,0,0,2,"Not Selected",0,"Room_Type 1",0,2018,4,Online,0
1,2,1,1,4,"Meal Plan 1",0,"Room_Type 1",232,2018,10,Online,2
0,1,0,1,2,"Meal Plan 1",0,"Room_Type 1",114,2018,7,Offline,0
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",198,2018,9,Offline,0
1,2,0,1,1,"Meal Plan 1",0,"Room_Type 4",72,2018,4,Online,1
2,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",106,2018,10,Online,1
2,3,0,2,5,"Meal Plan 2",0,"Room_Type 4",98,2018,8,Online,2
2,3,0,1,2,"Meal Plan 2",0,"Room_Type 4",59,2018,4,Online,3
0,2,0,0,2,"Not Selected",0,"Room_Type 1",21,2018,2,Online,0
2,2,0,1,1,"Meal Plan 1",0,"Room_Type 4",1,2018,7,Online,0
1,2,0,2,5,"Meal Plan 1",0,"Room_Type 1",215,2018,8,Online,1
1,1,0,0,2,"Not Selected",0,"Room_Type 1",22,2018,9,Online,1
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 4",74,2018,10,Online,0
0,1,0,1,0,"Meal Plan 1",0,"Room_Type 1",3,2018,9,Corporate,0
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",61,2017,9,Online,0
0,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",47,2018,1,Offline,0
0,1,0,1,2,"Meal Plan 1",0,"Room_Type 1",55,2018,2,Online,1
0,2,0,1,1,"Not Selected",0,"Room_Type 1",21,2018,5,Online,1
2,2,2,0,3,"Meal Plan 1",0,"Room_Type 6",28,2018,6,Online,1
1,2,0,2,0,"Meal Plan 2",0,"Room_Type 1",275,2018,4,Offline,0
1,2,1,0,4,"Meal Plan 1",0,"Room_Type 1",1,2018,2,Online,2
0,2,0,0,3,"Not Selected",0,"Room_Type 1",295,2018,12,Online,1
0,1,0,2,2,"Meal Plan 1",0,"Room_Type 1",37,2018,3,Online,0
0,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",208,2017,12,Online,0
2,3,0,2,3,"Meal Plan 1",0,"Room_Type 4",81,2018,12,Online,0
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",305,2018,11,Offline,0
0,2,0,0,2,"Not Selected",0,"Room_Type 1",46,2018,2,Online,1
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",15,2018,7,Offline,2
0,1,0,0,3,"Not Selected",0,"Room_Type 1",4,2018,10,Online,1
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",119,2018,6,Offline,0
2,2,0,0,3,"Meal Plan 2",0,"Room_Type 1",71,2017,9,Offline,0
1,1,0,2,0,"Meal Plan 1",0,"Room_Type 1",30,2018,9,Online,1
2,3,0,2,3,"Meal Plan 1",0,"Room_Type 4",16,2018,12,Online,1
2,2,2,1,3,"Meal Plan 1",0,"Room_Type 6",124,2018,6,Online,2
0,2,0,2,6,"Meal Plan 1",0,"Room_Type 4",9,2018,1,Online,0
2,2,1,1,3,"Meal Plan 1",0,"Room_Type 1",21,2018,8,Online,0
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",187,2018,10,Online,3
1,2,0,0,2,"Not Selected",1,"Room_Type 1",201,2018,8,Online,1
2,2,0,1,2,"Meal Plan 2",0,"Room_Type 1",161,2018,3,Offline,0
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",21,2018,10,Offline,0
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",37,2018,10,Offline,0
0,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",159,2018,2,Offline,0
2,1,0,2,4,"Meal Plan 1",0,"Room_Type 1",0,2017,9,Online,0
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",52,2018,11,Online,0
2,1,0,0,1,"Meal Plan 1",0,"Room_Type 5",14,2018,7,Corporate,0
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",73,2018,5,Online,1
1,2,0,1,2,"Not Selected",0,"Room_Type 1",91,2018,4,Online,0
1,1,0,1,1,"Meal Plan 1",0,"Room_Type 1",17,2018,10,Corporate,0
2,1,0,1,3,"Meal Plan 1",0,"Room_Type 1",4,2017,9,Corporate,0
1,1,0,1,2,"Meal Plan 1",0,"Room_Type 1",64,2018,11,Online,1
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",95,2017,12,Offline,0
1,1,0,1,3,"Meal Plan 1",1,"Room_Type 1",0,2018,2,Aviation,0
0,2,0,0,2,"Not Selected",0,"Room_Type 1",4,2018,2,Online,1
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",290,2018,6,Offline,0
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",245,2018,6,Offline,0
2,1,0,2,5,"Meal Plan 1",0,"Room_Type 4",5,2018,4,Online,0
1,1,0,1,1,"Meal Plan 1",0,"Room_Type 1",18,2018,4,Online,0
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",114,2018,6,Offline,1
1,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",12,2018,11,Online,1
1,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",36,2017,11,Online,2
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",267,2018,9,Offline,0
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",273,2017,7,Offline,0
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",148,2018,5,Online,0
1,2,0,2,0,"Not Selected",0,"Room_Type 1",114,2018,6,Online,1
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",14,2017,10,Online,2
0,2,0,0,1,"Meal Plan 1",0,"Room_Type 7",2,2017,10,Complementary,1
0,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",0,2017,11,Corporate,0
2,2,0,0,2,"Meal Plan 2",0,"Room_Type 4",80,2017,10,Offline,0
0,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",54,2017,12,Offline,0
1,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",5,2017,8,Online,2
1,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",152,2018,8,Online,2
1,3,0,0,3,"Meal Plan 1",0,"Room_Type 1",85,2018,7,Offline,0
1,2,0,0,4,"Meal Plan 1",0,"Room_Type 4",108,2018,4,Online,2
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",102,2017,8,Online,1
0,2,0,2,1,"Meal Plan 1",0,"Room_Type 4",43,2017,10,Offline,0
0,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",23,2018,1,Online,1
0,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",359,2018,10,Offline,3
1,1,0,1,0,"Not Selected",0,"Room_Type 1",117,2018,10,Online,2
2,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",188,2018,6,Offline,0
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",88,2018,10,Corporate,1
2,2,1,1,2,"Meal Plan 1",0,"Room_Type 1",7,2018,7,Online,2
0,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",163,2018,10,Offline,0
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 4",1,2018,2,Online,1
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",267,2018,9,Offline,0
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",11,2018,1,Online,1
0,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",125,2017,12,Online,2
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",192,2018,6,Offline,0
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",102,2017,10,Offline,0
1,2,0,2,1,"Meal Plan 2",0,"Room_Type 1",110,2017,7,Offline,0
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",204,2017,10,Offline,0
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",233,2018,10,Offline,0
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",285,2018,10,Offline,0
0,2,0,2,1,"Not Selected",0,"Room_Type 1",57,2017,10,Online,1
2,3,0,0,3,"Meal Plan 1",0,"Room_Type 4",66,2018,6,Online,0
2,2,2,1,0,"Meal Plan 1",0,"Room_Type 7",36,2018,8,Online,2
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 4",26,2018,5,Online,1
0,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",62,2018,2,Online,1
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",101,2018,6,Offline,0
2,2,1,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,6,Online,0
0,1,0,2,5,"Meal Plan 1",0,"Room_Type 1",5,2018,2,Online,0
0,1,0,2,1,"Meal Plan 1",0,"Room_Type 1",1,2018,2,Offline,0
0,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",217,2018,9,Offline,1
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",1,2017,9,Offline,0
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",3,2018,2,Offline,0
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,10,Corporate,0
0,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",53,2018,3,Offline,1
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",27,2018,6,Offline,0
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",127,2018,10,Online,2
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 4",41,2017,11,Offline,0
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",164,2017,10,Offline,0
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",256,2018,8,Offline,1
1,2,0,0,1,"Not Selected",0,"Room_Type 1",113,2018,10,Online,1
2,2,0,0,3,"Not Selected",0,"Room_Type 1",8,2018,11,Online,1
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",133,2018,8,Online,0
2,3,0,1,4,"Meal Plan 1",0,"Room_Type 4",73,2018,7,Online,0
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",8,2017,12,Offline,1
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",119,2017,8,Online,0
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",160,2017,12,Offline,0
1,2,0,0,3,"Not Selected",0,"Room_Type 1",260,2018,9,Online,0
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",134,2017,12,Offline,0
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",250,2018,9,Offline,0
2,2,0,0,1,"Meal Plan 1",1,"Room_Type 1",132,2018,10,Online,3
1,2,0,2,2,"Meal Plan 1",1,"Room_Type 1",15,2017,12,Online,1
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",60,2018,3,Offline,0
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 2",28,2018,2,Online,1
2,2,0,2,3,"Meal Plan 2",0,"Room_Type 4",39,2018,3,Online,1
1,2,0,1,1,"Not Selected",0,"Room_Type 1",11,2018,11,Online,2
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",192,2018,6,Offline,0
2,1,0,2,1,"Meal Plan 1",0,"Room_Type 1",93,2018,10,Offline,0
1,1,0,2,1,"Meal Plan 2",0,"Room_Type 1",80,2018,4,Offline,0
1,2,0,0,1,"Meal Plan 1",1,"Room_Type 1",1,2017,8,Online,1
2,3,0,1,0,"Meal Plan 1",0,"Room_Type 4",166,2018,8,Online,0
1,2,1,0,2,"Meal Plan 1",0,"Room_Type 1",44,2018,10,Offline,0
1,2,0,0,4,"Meal Plan 1",0,"Room_Type 5",13,2018,2,Corporate,0
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",257,2017,7,Offline,0
2,1,0,0,1,"Meal Plan 1",0,"Room_Type 4",23,2018,5,Online,1
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 2",108,2018,4,Online,0
0,2,0,0,1,"Not Selected",0,"Room_Type 1",4,2018,2,Online,0
0,2,0,2,1,"Meal Plan 1",0,"Room_Type 4",40,2017,10,Offline,0
2,2,0,1,5,"Meal Plan 1",0,"Room_Type 1",147,2018,9,Online,0
1,2,0,1,2,"Not Selected",0,"Room_Type 1",174,2018,7,Online,0
0,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",67,2018,6,Offline,0
0,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",97,2018,10,Offline,0
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",50,2018,3,Online,1
2,1,0,0,1,"Meal Plan 1",0,"Room_Type 4",10,2018,9,Online,2
0,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",42,2018,2,Online,0
2,3,0,0,1,"Meal Plan 2",0,"Room_Type 4",1,2018,10,Online,1
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",7,2017,8,Online,2
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",315,2018,12,Offline,0
0,2,0,2,0,"Meal Plan 1",0,"Room_Type 1",71,2018,10,Online,1
2,2,0,1,1,"Meal Plan 1",0,"Room_Type 1",1,2018,4,Online,2
0,1,0,0,1,"Meal Plan 1",1,"Room_Type 1",0,2018,11,Corporate,0
2,2,0,2,0,"Meal Plan 2",0,"Room_Type 1",386,2018,10,Offline,1
0,2,0,2,3,"Not Selected",0,"Room_Type 1",45,2018,3,Online,1
0,1,0,1,2,"Meal Plan 1",0,"Room_Type 1",12,2018,2,Online,0
1,2,0,0,1,"Not Selected",0,"Room_Type 1",1,2018,3,Online,1
2,2,0,1,1,"Meal Plan 2",0,"Room_Type 1",247,2018,6,Offline,1
1,1,0,1,2,"Meal Plan 1",0,"Room_Type 1",118,2018,6,Offline,0
0,2,0,2,5,"Meal Plan 1",0,"Room_Type 4",115,2018,8,Offline,0
0,2,0,0,3,"Meal Plan 3",0,"Room_Type 7",1,2018,6,Complementary,1
2,2,2,0,3,"Meal Plan 1",0,"Room_Type 6",67,2018,12,Online,0
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",118,2018,4,Online,1
2,2,0,2,5,"Meal Plan 2",0,"Room_Type 1",19,2018,9,Online,2
2,3,0,1,3,"Meal Plan 2",0,"Room_Type 4",151,2018,12,Online,2
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 4",12,2018,8,Online,1
1,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",62,2018,9,Online,2
0,1,2,0,2,"Meal Plan 1",0,"Room_Type 2",9,2018,1,Online,1
2,2,0,1,0,"Meal Plan 1",0,"Room_Type 5",3,2018,10,Online,2
1,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",91,2018,4,Online,1
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",55,2018,10,Online,4
1,2,0,2,4,"Meal Plan 1",0,"Room_Type 1",150,2018,7,Online,2
1,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",244,2018,10,Online,0
1,2,0,1,5,"Meal Plan 1",0,"Room_Type 1",349,2018,10,Offline,0
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",28,2018,11,Online,0
2,3,0,2,3,"Meal Plan 1",0,"Room_Type 4",14,2018,3,Online,0
2,2,0,0,4,"Meal Plan 1",0,"Room_Type 4",75,2018,9,Online,3
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,2017,9,Corporate,0
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",213,2018,6,Offline,0
1,2,0,1,0,"Meal Plan 1",0,"Room_Type 4",90,2018,4,Online,1
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 4",94,2017,11,Online,2
2,2,2,0,2,"Meal Plan 1",0,"Room_Type 6",119,2018,7,Online,1
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",273,2018,5,Offline,0
0,2,0,1,3,"Meal Plan 1",0,"Room_Type 2",47,2017,10,Offline,1
1,1,0,1,0,"Meal Plan 1",0,"Room_Type 1",46,2018,11,Online,0
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",148,2017,9,Online,1
1,2,0,2,3,"Not Selected",0,"Room_Type 1",92,2018,8,Online,1
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",74,2017,9,Offline,0
1,3,0,0,3,"Meal Plan 1",0,"Room_Type 4",88,2018,4,Online,2
1,2,0,2,0,"Meal Plan 1",0,"Room_Type 1",146,2018,4,Offline,0
2,2,0,1,1,"Meal Plan 1",0,"Room_Type 4",72,2018,4,Online,1
1,2,1,2,1,"Meal Plan 1",0,"Room_Type 2",11,2017,12,Online,1
2,2,0,1,3,"Meal Plan 1",0,"Room_Type 4",45,2018,3,Online,0
2,1,0,0,2,"Not Selected",0,"Room_Type 1",2,2018,8,Online,2
0,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",322,2018,5,Offline,0
2,3,0,1,4,"Meal Plan 1",0,"Room_Type 4",106,2018,7,Online,1
0,2,0,1,0,"Not Selected",0,"Room_Type 1",5,2018,8,Offline,0
1,2,0,0,4,"Not Selected",0,"Room_Type 1",134,2018,7,Online,1
1,2,0,0,2,"Not Selected",0,"Room_Type 1",14,2018,11,Online,2
1,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",175,2018,8,Online,0
1,2,0,1,4,"Meal Plan 1",0,"Room_Type 1",141,2018,7,Online,1
0,2,0,1,1,"Meal Plan 1",0,"Room_Type 1",43,2018,3,Online,1
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 6",0,2018,2,Complementary,1
1,1,0,1,0,"Meal Plan 1",0,"Room_Type 1",9,2018,4,Online,0
1,2,0,2,3,"Not Selected",0,"Room_Type 1",16,2018,10,Online,4
0,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",359,2018,10,Offline,1
1,2,0,2,0,"Not Selected",0,"Room_Type 1",27,2018,9,Online,1
1,2,0,2,2,"Not Selected",0,"Room_Type 1",42,2018,3,Online,0
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",74,2017,9,Offline,0
1,1,0,1,1,"Meal Plan 2",0,"Room_Type 1",301,2018,7,Offline,0
1,1,0,0,2,"Meal Plan 2",0,"Room_Type 1",273,2017,7,Offline,0
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 4",49,2018,3,Online,0
2,3,0,2,4,"Meal Plan 1",0,"Room_Type 1",22,2017,9,Online,3
1,1,0,1,0,"Meal Plan 1",0,"Room_Type 1",4,2017,10,Online,0
2,2,1,2,3,"Meal Plan 1",0,"Room_Type 1",75,2018,4,Online,0
2,2,0,2,0,"Meal Plan 1",0,"Room_Type 1",18,2018,11,Online,2
1,2,0,0,4,"Meal Plan 1",0,"Room_Type 4",117,2018,4,Online,0
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",26,2018,6,Offline,0
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",58,2018,11,Offline,0
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",98,2018,9,Corporate,0
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",24,2018,10,Offline,1
1,2,0,1,1,"Meal Plan 1",0,"Room_Type 1",27,2018,9,Online,0
1,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",10,2018,2,Online,1
2,1,0,1,3,"Meal Plan 2",0,"Room_Type 4",28,2018,10,Online,1
2,2,0,0,2,"Not Selected",0,"Room_Type 1",1,2018,10,Online,1
1,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",6,2018,10,Online,1
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",146,2018,5,Online,1
0,1,0,2,1,"Meal Plan 1",0,"Room_Type 1",116,2018,2,Online,0
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",141,2018,8,Online,0
2,2,2,0,2,"Meal Plan 1",0,"Room_Type 6",20,2018,8,Online,0
1,2,0,4,6,"Meal Plan 1",0,"Room_Type 1",125,2018,9,Online,5
0,2,0,2,4,"Meal Plan 1",0,"Room_Type 1",165,2018,7,Offline,2
2,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",18,2018,10,Online,1
1,2,0,2,0,"Meal Plan 1",0,"Room_Type 1",146,2018,4,Offline,0
2,2,2,1,1,"Meal Plan 1",0,"Room_Type 6",10,2018,8,Online,1
1,2,0,1,3,"Not Selected",0,"Room_Type 1",88,2018,10,Online,0
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",322,2018,12,Offline,0
2,2,1,0,4,"Meal Plan 1",0,"Room_Type 1",115,2018,8,Online,2
2,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",256,2018,6,Offline,1
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",104,2017,12,Offline,0
1,2,0,2,5,"Not Selected",0,"Room_Type 1",87,2018,6,Online,0
1,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",5,2018,12,Online,1
0,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",27,2018,11,Online,1
0,2,0,0,4,"Not Selected",0,"Room_Type 1",14,2018,12,Online,1
1,2,0,1,4,"Meal Plan 1",0,"Room_Type 4",26,2017,10,Online,1
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",5,2018,2,Online,1
0,1,0,2,1,"Not Selected",1,"Room_Type 1",1,2017,12,Offline,1
0,2,0,2,2,"Meal Plan 1",1,"Room_Type 1",31,2018,11,Corporate,0
1,1,0,0,2,"Meal Plan 2",0,"Room_Type 1",273,2017,7,Offline,0
1,2,0,2,1,"Meal Plan 2",0,"Room_Type 1",117,2017,8,Offline,0
2,2,0,0,1,"Meal Plan 1",1,"Room_Type 1",24,2017,10,Online,2
